0,1,2,3,4,5
0.9624302275654787,0.9370167590840663,0.9599918447590249,0.930465878613291,0.9073033707865169,0.954841997961264
0.9746672391584371,0.9558581387487362,0.970390359209306,0.95085381091212,0.9402800658978583,0.9616680707666386
0.9701320309145556,0.9087491497491423,0.9353335783768542,0.8998289982899829,0.9147301006404391,0.8854055968827489
0.9886485616144268,0.9135813712050341,0.946302311489115,0.9101338432122371,0.9228780697975011,0.8977367979882649
0.9951696006869901,0.9319640513371998,0.9552697973992423,0.9300699300699301,0.9484944532488114,0.9123475609756098
0.9982556891369686,0.971731986413332,0.9854090654643222,0.9713024282560707,0.970873786407767,0.9717314487632509
0.9936131386861314,0.8916468978476829,0.9307251769136086,0.8888888888888888,0.9153846153846154,0.8638838475499092
0.9963235294117647,0.9381648533721789,0.9704183387500742,0.9372997711670481,0.9317561419472248,0.9429097605893186
0.993317947617003,0.8167458675441177,0.8886154703899655,0.8132033008252062,0.8495297805642633,0.7798561151079136
0.9989802490339201,0.9656525896272129,0.9798183911770029,0.9653284671532847,0.9706422018348624,0.9600725952813067
0.9992754401030485,0.9627097492538054,0.9681778465944291,0.9617021276595745,0.9883381924198251,0.93646408839779
0.9984167024474023,0.9069839130036826,0.9493201364425455,0.9064976228209192,0.9137380191693291,0.89937106918239
0.9970749248604551,0.7693448488095178,0.8647253396077359,0.7665952890792291,0.8063063063063063,0.7306122448979592
0.9990070845856591,0.9233745942045495,0.9467902031554674,0.9221052631578948,0.9521739130434783,0.8938775510204081
0.9987924001717475,0.8771530520652326,0.8988417695222923,0.8695652173913043,0.9554140127388535,0.7978723404255319
0.9990875912408759,0.8945481918968393,0.9150706504381806,0.8896103896103895,0.958041958041958,0.8303030303030303
0.9998926577930443,0.9877568969014323,0.9938380772234572,0.9877300613496932,0.9877300613496932,0.9877300613496932
0.9985508802060971,0.8220009905898984,0.8708940038425714,0.8137931034482759,0.9007633587786259,0.7421383647798742
0.9990875912408759,0.9033153871052871,0.9806353607557411,0.8994082840236687,0.8444444444444444,0.9620253164556962
0.9999194933447831,0.9902653552020233,0.9934930200492043,0.990228013029316,0.9934640522875817,0.987012987012987
0.9994364534134822,0.9150364314732069,0.9403954106819097,0.9135802469135802,0.9487179487179487,0.8809523809523809
0.9997316444826105,0.9506687419493345,0.9705344168774555,0.9504950495049505,0.96,0.9411764705882353
0.9994901245169601,0.9027293565256825,0.924946184479604,0.8994708994708994,0.9550561797752809,0.85
0.9997048089308717,0.9419058146059447,0.9683537922802109,0.9417989417989417,0.9468085106382979,0.9368421052631579
0.9992486045513096,0.8428916234853192,0.9020394031973575,0.8409090909090908,0.8809523809523809,0.8043478260869565
0.9996243022756548,0.9136741713446666,0.9566959944193267,0.9135802469135802,0.9135802469135802,0.9135802469135802
0.9992486045513096,0.808257720343133,0.8570621837892659,0.7971014492753624,0.9016393442622951,0.7142857142857143
0.9993827823100043,0.8399189393204892,0.8799327758208073,0.832116788321168,0.9193548387096774,0.76
0.9993827823100043,0.830673930156004,0.849973113943109,0.8099173553719008,0.9607843137254902,0.7
0.9997584800343495,0.9324506257404962,0.9626327993872079,0.9323308270676692,0.9393939393939394,0.9253731343283582
0.9996243022756548,0.887526419138005,0.9218212365591397,0.8852459016393444,0.9310344827586207,0.84375
0.9991949334478317,0.7428241867828982,0.8385752760430847,0.7368421052631579,0.8076923076923077,0.6774193548387096
0.9988997423787033,0.6117692607786651,0.7540760194889059,0.594059405940594,0.7142857142857143,0.5084745762711864
0.9998658222413053,0.9573617274278349,0.9827183046116033,0.9572649572649573,0.9491525423728814,0.9655172413793104
0.9999463288965221,0.9824695581267466,0.9912146318439419,0.9824561403508771,0.9824561403508771,0.9824561403508771
0.9997316444826105,0.9162712468781175,0.9817106809447372,0.9137931034482758,0.8688524590163934,0.9636363636363636
1.0,1.0,1.0,1.0,1.0,1.0
0.9995169600686991,0.8178363731732792,0.8920628095916301,0.8163265306122448,0.851063829787234,0.7843137254901961
0.9987924001717475,0.41506410958544,0.6019602036703436,0.3076923076923077,0.625,0.20408163265306123
0.9995706311721769,0.8251610133104336,0.8749462596732588,0.8181818181818182,0.9,0.75
0.999973164448261,0.9886497814122331,0.9886363636363636,0.9885057471264368,1.0,0.9772727272727273
0.9998926577930443,0.9540445823319375,0.9658956572712617,0.9534883720930233,0.9761904761904762,0.9318181818181818
0.9994096178617432,0.7075407900386431,0.824892542445734,0.7027027027027027,0.7647058823529411,0.65
0.9996779733791327,0.8445517866514002,0.899946271222867,0.8421052631578948,0.8888888888888888,0.8
0.9998389866895664,0.9236781999904585,0.9374865678057167,0.9210526315789473,0.9722222222222222,0.875
0.9995169600686991,0.7149205667668528,0.764679022293849,0.6666666666666667,0.9,0.5294117647058824
0.999973164448261,0.9853075354229283,0.9852941176470589,0.9850746268656716,1.0,0.9705882352941176
0.9998658222413053,0.877037798087605,0.9047484794202298,0.8717948717948718,0.9444444444444444,0.8095238095238095
0.9998926577930443,0.9000536711034779,0.9,0.888888888888889,1.0,0.8
0.9998658222413053,0.8396101688850722,0.933293063795896,0.8387096774193549,0.8125,0.8666666666666667
0.999973164448261,0.9615518793143311,0.9615384615384616,0.9600000000000001,1.0,0.9230769230769231
0.9995437956204379,0.11324283362980228,0.5415861340778124,0.10526315789473685,0.14285714285714285,0.08333333333333333
1.0,1.0,1.0,1.0,1.0,1.0
0.9998926577930443,0.800026835551739,0.8999731572448597,0.8000000000000002,0.8,0.8
1.0,1.0,1.0,1.0,1.0,1.0
0.9998658222413053,0.7222893111015696,0.7222222222222222,0.6153846153846153,1.0,0.4444444444444444
0.9999463288965221,0.8889157244406278,0.8888888888888888,0.8750000000000001,1.0,0.7777777777777778
0.9999194933447831,0.7738363593612628,0.8571294368460002,0.7692307692307692,0.8333333333333334,0.7142857142857143
0.9999463288965221,0.8571562749187266,0.9285580082745717,0.8571428571428571,0.8571428571428571,0.8571428571428571
