,0
accuracy,0.923652855302705
aupr_micro,0.9626524401162954
aupr_macro,0.8803107376178075
auc_micro,0.9985675438075368
auc_macro,0.9891424445807766
f1_micro,0.923652855302705
f1_macro,0.8446626218020338
precision_micro,0.923652855302705
precision_macro,0.8882747330667
recall_micro,0.923652855302705
recall_macro,0.8186832337549556
