,0
accuracy,0.8681032632030915
aupr_micro,0.925352122483224
aupr_macro,0.8290810074571934
auc_micro,0.9981677966501641
auc_macro,0.991530596497153
f1_micro,0.8681032632030915
f1_macro,0.7771767751006945
precision_micro,0.8681032632030915
precision_macro,0.8225151724170466
recall_micro,0.8681032632030915
recall_macro,0.753197617329847
