,0,1,2,3,4,5
0,0.9462215543151568,0.9110305900862513,0.9357581548511097,0.8994480682388359,0.8856719367588933,0.9136595310907237
1,0.9602833834263632,0.9314556707730711,0.9524928781670827,0.9231887066638987,0.9101514531313958,0.9366048862679023
2,0.9531719622155431,0.8576642834088929,0.9113723284155905,0.8463773219473545,0.8414143182215998,0.8513992206872122
3,0.9853477887505367,0.8872878070610959,0.9201365151294703,0.8807860262008733,0.9193254329990884,0.8453478625314333
4,0.9916541434091884,0.8807141437713337,0.9167289109055977,0.8758483033932136,0.9195305951383068,0.8361280487804879
5,0.9955989695148132,0.9297819672408149,0.970347633862332,0.9286956521739131,0.9143835616438356,0.9434628975265018
6,0.9906343924431086,0.8402129341773157,0.9032366801500527,0.8365339578454333,0.8644724104549855,0.8103448275862069
7,0.9946328896522112,0.9098753460964855,0.9561501057743241,0.9085923217550275,0.9019963702359347,0.9152854511970534
8,0.991841992271361,0.7854992705128137,0.8935094807470494,0.7834757834757834,0.7757404795486601,0.7913669064748201
9,0.998067840274796,0.9343928217107627,0.9579036152452068,0.9334565619223659,0.9510357815442562,0.9165154264972777
10,0.9989802490339201,0.9472864917137854,0.9666611371136511,0.9467787114845938,0.9602272727272727,0.9337016574585635
11,0.9978263203091455,0.8715966557485282,0.9287580854873355,0.8708133971291866,0.883495145631068,0.8584905660377359
12,0.9968602404465435,0.7596620217430038,0.8747538357302456,0.7587628865979382,0.7666666666666667,0.7510204081632653
13,0.9986045513095749,0.8912846469300802,0.9222598875039899,0.8884120171673819,0.9366515837104072,0.8448979591836735
14,0.9983093602404466,0.825286896953555,0.882722492958684,0.8205128205128206,0.8834355828220859,0.7659574468085106
15,0.9984435379991413,0.819245617402015,0.893629412538278,0.8176100628930818,0.8496732026143791,0.7878787878787878
16,0.9998121511378274,0.9785110417177314,0.9815816152988451,0.9781931464174455,0.9936708860759493,0.9631901840490797
17,0.9979068269643624,0.7522644724909079,0.8705705972935889,0.7515923566878981,0.7612903225806451,0.7421383647798742
18,0.999033920137398,0.88870852196376,0.95224867246554,0.8881987577639753,0.8719512195121951,0.9050632911392406
19,0.9998121511378274,0.9772627365478375,0.9869725666411197,0.977198697068404,0.9803921568627451,0.974025974025974
20,0.9993022756547875,0.8955954899011178,0.9403280941866756,0.8951612903225806,0.9098360655737705,0.8809523809523809
21,0.9996243022756548,0.9302685800986026,0.9460380675600524,0.9285714285714286,0.9680851063829787,0.8921568627450981
22,0.9991412623443539,0.832983027449649,0.8848789150791089,0.8279569892473118,0.8953488372093024,0.77
23,0.9996779733791327,0.9358984063459241,0.9525912227365477,0.9347826086956522,0.9662921348314607,0.9052631578947369
24,0.9991680978960927,0.8264058328821849,0.8965777186194377,0.8248587570621468,0.8588235294117647,0.7934782608695652
25,0.9993827823100043,0.8573369392363597,0.9257780088670549,0.8571428571428572,0.8625,0.8518518518518519
26,0.9988460712752254,0.6944228753213296,0.7920598910595413,0.6766917293233082,0.8035714285714286,0.5844155844155844
27,0.9993022756547875,0.8180327155192978,0.8732392194824634,0.8115942028985508,0.8888888888888888,0.7466666666666667
28,0.9989802490339201,0.7074917193154634,0.814124397944369,0.6984126984126985,0.7857142857142857,0.6285714285714286
29,0.9995169600686991,0.8657924017738698,0.9327148433973369,0.8656716417910447,0.8656716417910447,0.8656716417910447
30,0.9993291112065265,0.7962673159928589,0.8748790322580645,0.7933884297520661,0.8421052631578947,0.75
31,0.9991412623443539,0.7251577038143506,0.8304973197764254,0.719298245614035,0.7884615384615384,0.6612903225806451
32,0.9987118935165307,0.54319641652195,0.7285985344597843,0.5294117647058824,0.627906976744186,0.4576271186440678
33,0.9998389866895664,0.9483161153965739,0.9740976149564308,0.9482758620689655,0.9482758620689655,0.9482758620689655
34,0.9999194933447831,0.9740001086409633,0.9912011935124451,0.9739130434782608,0.9655172413793104,0.9824561403508771
35,0.9995974667239158,0.8650289893661511,0.9362561354901917,0.8648648648648648,0.8571428571428571,0.8727272727272727
36,0.999973164448261,0.9907541585166102,0.9907407407407407,0.9906542056074767,1.0,0.9814814814814815
37,0.9994901245169601,0.8034091373775788,0.8626779172153101,0.7956989247311828,0.8809523809523809,0.7254901960784313
38,0.9986582224130528,0.416755899440068,0.6732275497865409,0.4047619047619047,0.4857142857142857,0.3469387755102041
39,0.9995437956204379,0.8157968203407657,0.885336056176555,0.8131868131868132,0.8604651162790697,0.7708333333333334
40,0.9999194933447831,0.9659493442366993,0.9659090909090908,0.9647058823529412,1.0,0.9318181818181818
41,0.9998926577930443,0.9540445823319375,0.9658956572712617,0.9534883720930233,0.9761904761904762,0.9318181818181818
42,0.9994632889652211,0.7347332546157148,0.8374059746400172,0.7297297297297296,0.7941176470588235,0.675
43,0.9995974667239158,0.8037056063301232,0.8749328390285837,0.7999999999999999,0.8571428571428571,0.75
44,0.9999194933447831,0.9631231738734304,0.9874731356114336,0.9629629629629629,0.9512195121951219,0.975
45,0.9993559467582653,0.5958431730356376,0.7205210851463872,0.5555555555555556,0.75,0.4411764705882353
46,0.999973164448261,0.9853075354229283,0.9852941176470589,0.9850746268656716,1.0,0.9705882352941176
47,0.9998658222413053,0.8810194698317283,0.8809523809523809,0.8648648648648648,1.0,0.7619047619047619
48,0.9997316444826105,0.7286787707783844,0.7999731500375901,0.7058823529411764,0.8571428571428571,0.6
49,0.9998121511378274,0.7500805066552167,0.7999865768208543,0.7200000000000001,0.9,0.6
50,0.999973164448261,0.9615518793143311,0.9615384615384616,0.9600000000000001,1.0,0.9230769230769231
51,0.9996243022756548,0.00016101331043366253,0.49997315580371526,0.0,0.0,0.0
52,0.999973164448261,0.9500134177758695,0.95,0.9473684210526316,1.0,0.9
53,0.9998389866895664,0.7000805066552169,0.7,0.5714285714285715,1.0,0.4
54,1.0,1.0,1.0,1.0,1.0,1.0
55,0.9997853155860884,0.46674717332188354,0.6666398246320404,0.42857142857142855,0.6,0.3333333333333333
56,0.9998121511378274,0.5417471733218835,0.6666532456493536,0.46153846153846156,0.75,0.3333333333333333
57,0.9998926577930443,0.6857545390418941,0.7857008654174288,0.6666666666666666,0.8,0.5714285714285714
58,0.9998926577930443,0.6857545390418941,0.7857008654174288,0.6666666666666666,0.8,0.5714285714285714
59,1.0,1.0,1.0,1.0,1.0,1.0
60,0.9999194933447831,0.675026835551739,0.7999865804235219,0.6666666666666665,0.75,0.6
61,0.999973164448261,0.9000134177758695,0.9,0.888888888888889,1.0,0.8
62,0.9998121511378274,0.2250536711034779,0.5999597412705655,0.22222222222222224,0.25,0.2
63,0.9997584800343495,6.708887934735938e-05,0.4999463216940873,0.0,0.0,0.0
64,0.9998926577930443,0.5333735866609417,0.6999865804235218,0.5,0.6666666666666666,0.4
