,0
accuracy,0.8879347359381708
aupr_micro,0.9425478317823904
aupr_macro,0.8354710986199141
auc_micro,0.9983913905350816
auc_macro,0.9905062509438771
f1_micro,0.8879347359381708
f1_macro,0.782939325548409
precision_micro,0.8879347359381708
precision_macro,0.8389989205469628
recall_micro,0.8879347359381708
recall_macro,0.7441928400111103
